ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
38.177,0.08,-0.03,0.91,-1.11,2.09,0.02
38.197,0.09,-0.03,0.92,-1.49,2.1,-0.49
38.217,0.08,-0.04,0.92,-1.16,1.85,-0.11
38.237,0.08,-0.04,0.92,-0.97,1.8,-0.06
38.257,0.08,-0.04,0.92,-1.05,2.21,-0.06
38.277,0.08,-0.04,0.92,-1.31,2.72,-0.01
38.297,0.08,-0.03,0.92,-1.01,2.5,0.02
38.317,0.08,-0.03,0.92,-1.02,2.42,-0.03
38.337,0.08,-0.04,0.92,-0.95,2.09,0.13
38.358,0.08,-0.04,0.92,-0.93,1.98,-0.06
38.377,0.08,-0.03,0.92,-1.05,1.67,-0.01
38.397,0.08,-0.03,0.92,-1.08,2,0.04
38.417,0.08,-0.03,0.92,-0.99,2.06,0
38.437,0.08,-0.04,0.92,-1.08,2.02,0
38.457,0.08,-0.04,0.92,-1.04,2.05,-0.02
38.477,0.08,-0.04,0.92,-1.01,2.19,0.05
38.497,0.08,-0.03,0.92,-1.05,2.27,-0.02
38.517,0.08,-0.03,0.92,-1.05,2.26,-0.06
38.537,0.08,-0.03,0.92,-1.06,2.29,-0.05
38.557,0.08,-0.04,0.92,-0.99,2.41,0.05
38.577,0.08,-0.04,0.92,-1.11,2.22,-0.05
38.597,0.08,-0.03,0.92,-0.98,2.22,-0.03
38.617,0.08,-0.04,0.92,-1.04,2.18,-0.04
38.637,0.08,-0.04,0.92,-1.05,2.24,-0.01
38.657,0.08,-0.04,0.92,-1.04,2.27,-0.01
38.677,0.08,-0.04,0.92,-0.98,2.21,-0.04
38.697,0.08,-0.03,0.92,-1.05,2.13,-0.03
38.717,0.08,-0.04,0.92,-1,2.23,-0.02
38.737,0.08,-0.04,0.92,-1.03,2.11,-0.03
38.757,0.08,-0.03,0.92,-1.05,2.18,0.03
38.777,0.08,-0.03,0.92,-0.99,2.25,0.02
38.797,0.08,-0.03,0.92,-1,2.21,-0.03
38.817,0.08,-0.03,0.92,-0.98,2.27,-0.05
38.837,0.08,-0.04,0.92,-1.02,2.27,0.02
38.857,0.08,-0.03,0.92,-0.98,2.24,-0.02
38.877,0.08,-0.03,0.92,-1.02,2.26,0.01
38.897,0.08,-0.04,0.91,-1.01,2.32,-0.02
38.917,0.08,-0.04,0.92,-1.04,2.25,-0.05
38.937,0.08,-0.04,0.92,-1.14,2.14,-0.05
38.957,0.08,-0.03,0.92,-1.08,2.26,-0.05
38.977,0.08,-0.03,0.92,-1.05,2.24,0.05
38.998,0.08,-0.04,0.92,-1.08,2.15,0.07
39.017,0.09,-0.04,0.92,-1.07,2.2,-0.02
39.037,0.08,-0.04,0.92,-1.02,2.25,0.05
39.057,0.08,-0.04,0.92,-1.05,2.16,-0.04
39.077,0.08,-0.03,0.92,-1.07,2.19,-0.02
39.097,0.08,-0.04,0.92,-0.98,2.22,0.02
39.117,0.08,-0.04,0.92,-1.05,2.16,-0.05
39.137,0.08,-0.04,0.92,-1.02,2.21,0.02
39.157,0.08,-0.03,0.92,-1.07,2.26,-0.03
39.177,0.08,-0.04,0.92,-0.96,2.28,-0.05
39.197,0.08,-0.03,0.92,-1.05,2.22,0.02
39.217,0.08,-0.04,0.92,-1.05,2.23,0
39.237,0.08,-0.04,0.92,-1,2.17,0.02
39.257,0.08,-0.04,0.92,-1.05,2.24,0.02
39.277,0.08,-0.03,0.92,-1.08,2.19,0.03
39.297,0.08,-0.03,0.92,-0.98,2.22,0.01
39.317,0.08,-0.04,0.92,-1.02,2.27,-0.01
39.337,0.08,-0.04,0.92,-1.05,2.19,0.01
39.357,0.08,-0.04,0.92,-1.04,2.21,0.03
39.377,0.08,-0.04,0.92,-1.03,2.18,-0.05
39.397,0.08,-0.04,0.92,-1.08,2.26,-0.06
39.417,0.08,-0.03,0.92,-1.03,2.22,-0.03
39.437,0.08,-0.04,0.92,-1.03,2.21,0.05
39.457,0.08,-0.03,0.92,-1.02,2.15,0.02
39.477,0.08,-0.03,0.92,-1.05,2.27,-0.06
39.497,0.08,-0.04,0.92,-1.08,2.33,-0.02
39.517,0.08,-0.04,0.92,-1,2.21,-0.04
39.537,0.08,-0.03,0.92,-1.02,2.15,-0.04
39.557,0.08,-0.04,0.92,-1.08,2.28,0.01
39.577,0.08,-0.04,0.92,-0.99,2.19,-0.02
39.597,0.08,-0.04,0.92,-1.08,2.11,-0.02
39.617,0.08,-0.03,0.92,-1.02,2.23,-0.06
39.638,0.08,-0.03,0.92,-1.04,2.19,0
39.657,0.08,-0.03,0.92,-0.99,2.04,0
39.677,0.08,-0.04,0.92,-1.03,2.15,0.03
39.697,0.08,-0.04,0.92,-1.05,2.22,-0.01
39.717,0.08,-0.04,0.92,-1.05,2.18,-0.03
39.737,0.08,-0.03,0.92,-1.04,2.18,-0.04
39.757,0.08,-0.04,0.92,-1.06,2.22,0.02
39.777,0.08,-0.03,0.92,-1.05,2.18,-0.03
39.797,0.08,-0.04,0.92,-1.09,2.15,-0.05
39.817,0.09,-0.03,0.92,-1.03,2.2,-0.05
39.837,0.08,-0.04,0.92,-1.12,2.25,-0.04
39.857,0.08,-0.03,0.92,-1.01,2.2,-0.05
39.877,0.08,-0.03,0.92,-1.03,2.23,0.02
39.897,0.08,-0.03,0.92,-1.06,2.26,0.06
39.917,0.08,-0.04,0.92,-0.98,2.22,0.02
39.937,0.08,-0.03,0.92,-1.05,2.24,-0.05
39.957,0.08,-0.03,0.92,-1.05,2.21,0.04
39.977,0.08,-0.03,0.92,-1.02,2.27,0.05
39.997,0.08,-0.04,0.92,-1.04,2.31,0.02
40.017,0.08,-0.04,0.92,-1.08,2.22,0
40.037,0.08,-0.03,0.92,-1.07,2.18,-0.05
40.057,0.08,-0.03,0.92,-1,2.26,0.01
40.077,0.08,-0.03,0.92,-0.95,2.18,0.05
40.097,0.08,-0.04,0.92,-0.99,2.24,-0.06
40.117,0.08,-0.04,0.92,-0.97,2.34,0.05
40.137,0.08,-0.04,0.92,-1.04,2.19,-0.05
40.157,0.08,-0.03,0.92,-0.98,2.21,0
40.177,0.08,-0.04,0.92,-1.01,2.24,0
40.197,0.08,-0.04,0.92,-1.02,2.15,0.04
40.217,0.08,-0.04,0.92,-1.03,2.16,-0.03
40.237,0.08,-0.04,0.91,-1.03,2.18,0.05
40.257,0.08,-0.04,0.92,-1.02,2.05,0
40.278,0.08,-0.03,0.92,-1.02,2.07,-0.02
40.297,0.08,-0.04,0.92,-1.07,2.21,0.02
40.317,0.08,-0.04,0.92,-1.04,2.25,0
40.337,0.08,-0.04,0.92,-0.99,2.31,-0.06
40.357,0.08,-0.04,0.92,-1.02,2.31,-0.07
40.377,0.08,-0.04,0.92,-1.07,2.32,0
40.397,0.08,-0.04,0.92,-1.02,2.28,0
40.417,0.08,-0.04,0.92,-0.98,2.32,0.04
40.437,0.08,-0.04,0.92,-0.99,2.27,0.02
40.457,0.08,-0.04,0.92,-1.11,2.29,0.02
40.477,0.08,-0.04,0.92,-1,2.25,0.05
40.497,0.08,-0.04,0.92,-1.05,2.25,-0.04
40.517,0.08,-0.04,0.92,-1.05,2.21,0.05
40.537,0.08,-0.04,0.92,-1.03,2.18,0.05
40.557,0.08,-0.03,0.92,-1.06,2.3,0.02
40.577,0.08,-0.03,0.92,-1.05,2.31,0.02
40.597,0.08,-0.03,0.92,-1.02,2.27,0.01
40.617,0.08,-0.03,0.92,-1.07,2.27,0.04
40.637,0.08,-0.03,0.92,-1.05,2.29,0.02
40.657,0.08,-0.04,0.92,-1.08,2.13,-0.05
40.677,0.08,-0.04,0.92,-1.02,2.26,0
40.697,0.08,-0.04,0.92,-1.01,2.34,-0.02
40.717,0.08,-0.04,0.92,-1.02,2.33,-0.02
40.737,0.08,-0.04,0.92,-1,2.24,0
40.757,0.08,-0.03,0.92,-1.02,2.25,0.01
40.777,0.08,-0.04,0.92,-1.07,2.18,-0.02
40.797,0.08,-0.04,0.92,-1.05,2.18,-0.05
40.817,0.08,-0.04,0.92,-0.99,2.2,0.01
40.837,0.08,-0.04,0.92,-1.01,2.21,0
40.857,0.08,-0.04,0.92,-1.03,2.3,-0.01
40.877,0.08,-0.03,0.92,-1.05,2.22,-0.01
40.897,0.08,-0.03,0.92,-1.11,2.11,0.03
40.918,0.08,-0.03,0.92,-0.98,2.15,-0.02
40.937,0.08,-0.03,0.92,-1.06,2.21,-0.02
40.957,0.08,-0.04,0.92,-1.02,2.17,-0.01
40.977,0.08,-0.04,0.92,-1.02,2.11,0
40.997,0.08,-0.03,0.92,-1.15,2.06,0.03
41.017,0.08,-0.04,0.92,-1.05,1.98,0.03
41.037,0.08,-0.04,0.92,-1.02,1.92,0.02
41.057,0.08,-0.04,0.92,-1.09,2.07,0.03
41.077,0.08,-0.03,0.92,-1.09,2.21,-0.07
41.097,0.08,-0.03,0.92,-1.08,2.31,-0.04
41.117,0.08,-0.03,0.92,-1.07,2.35,-0.02
41.137,0.08,-0.04,0.92,-1.03,2.29,-0.01
41.157,0.08,-0.03,0.92,-1.02,2.34,-0.03
41.177,0.08,-0.04,0.92,-1.01,2.24,-0.02
41.197,0.08,-0.04,0.93,-0.98,2.14,0.04
41.217,0.08,-0.03,0.92,-1.03,2.28,0.03
41.237,0.08,-0.03,0.92,-1.03,2.24,0.01
41.257,0.08,-0.04,0.92,-0.95,2.24,-0.01
41.277,0.08,-0.03,0.92,-1.07,2.24,-0.02
41.297,0.08,-0.03,0.92,-1.1,2.13,0.05
41.317,0.08,-0.03,0.92,-1.08,2.13,-0.01
41.337,0.08,-0.04,0.92,-1.1,2.17,-0.03
41.357,0.08,-0.03,0.92,-1.01,2.17,-0.02
41.377,0.08,-0.04,0.92,-1.08,2.16,0.05
41.397,0.08,-0.04,0.92,-1.01,2.18,-0.08
41.417,0.08,-0.04,0.93,-1.03,2.24,0.01
41.437,0.08,-0.04,0.92,-1.02,2.21,-0.05
41.457,0.08,-0.03,0.92,-1.11,2.28,0.04
41.477,0.08,-0.03,0.92,-1.05,2.15,-0.02
41.497,0.08,-0.04,0.92,-1,2.1,0.01
41.517,0.08,-0.04,0.92,-1.05,2.18,-0.02
41.537,0.08,-0.04,0.92,-1,2.21,-0.03
41.558,0.08,-0.03,0.91,-1.01,2.2,0
41.577,0.08,-0.03,0.92,-1.06,2.24,0.01
41.597,0.08,-0.04,0.91,-1.02,2.15,-0.02
41.617,0.08,-0.03,0.92,-1.05,2.16,0
41.637,0.09,-0.04,0.92,-1.05,2.21,-0.05
41.657,0.08,-0.03,0.92,-1.02,2.25,0.02
41.677,0.08,-0.03,0.92,-1.01,2.18,0.02
41.697,0.08,-0.04,0.92,-1.05,2.26,-0.04
41.717,0.08,-0.04,0.92,-1.05,2.18,-0.05
41.737,0.08,-0.04,0.92,-0.99,2.24,0
41.757,0.08,-0.03,0.92,-1.07,2.17,-0.02
41.777,0.08,-0.03,0.92,-1.05,2.15,0.01
41.797,0.08,-0.03,0.92,-1.05,2.06,0
41.817,0.08,-0.04,0.92,-1.09,2.18,0.03
41.837,0.08,-0.04,0.92,-1.04,2.22,-0.02
41.857,0.08,-0.04,0.92,-1.02,2.21,0.04
41.877,0.08,-0.04,0.92,-1.03,2.24,0.05
41.897,0.08,-0.03,0.92,-1.02,2.21,0.02
41.917,0.08,-0.04,0.92,-1.05,2.21,0.02
41.937,0.08,-0.03,0.92,-1.01,2.31,-0.03
41.957,0.08,-0.03,0.92,-1.07,2.23,-0.05
41.977,0.08,-0.04,0.92,-0.98,2.2,-0.02
41.997,0.09,-0.04,0.92,-1.02,2.29,-0.03
42.017,0.08,-0.04,0.92,-0.96,2.16,-0.05
42.037,0.08,-0.03,0.92,-1.02,2.08,0.01
42.057,0.08,-0.03,0.92,-1.03,2.08,0.02
42.077,0.08,-0.03,0.92,-1.04,2.06,-0.03
42.097,0.08,-0.04,0.92,-1.06,2.19,-0.03
42.117,0.08,-0.03,0.91,-1.05,2.18,-0.1
42.137,0.08,-0.03,0.92,-1.05,2.26,-0.02
42.157,0.09,-0.04,0.92,-1.09,2.32,0.04
42.177,0.08,-0.04,0.92,-1.01,2.31,-0.05
42.198,0.08,-0.03,0.92,-1.05,2.26,0.02
42.217,0.08,-0.03,0.92,-0.95,2.31,0
42.237,0.08,-0.03,0.92,-0.96,2.19,0.02
42.257,0.08,-0.03,0.92,-1.05,2.11,-0.05
42.277,0.08,-0.03,0.92,-1.05,2.21,-0.08
42.297,0.08,-0.04,0.92,-1.03,2.24,-0.02
42.317,0.08,-0.04,0.92,-0.98,2.19,-0.02
42.337,0.08,-0.03,0.92,-1.08,2.17,0.03
42.357,0.08,-0.04,0.92,-1.05,2.11,0.01
42.377,0.08,-0.03,0.92,-1.03,2.15,0.01
42.397,0.08,-0.04,0.92,-1.02,2.23,-0.05
42.417,0.08,-0.03,0.92,-0.98,2.26,0.02
42.437,0.08,-0.03,0.92,-1.06,2.21,0.04
42.457,0.08,-0.04,0.92,-1.08,2.17,-0.02
42.477,0.08,-0.04,0.92,-1.04,2.15,-0.02
42.497,0.08,-0.03,0.92,-0.97,2.26,0.03
42.517,0.08,-0.03,0.92,-1.06,2.21,0.01
42.537,0.08,-0.04,0.92,-0.96,2.27,-0.02
42.557,0.08,-0.03,0.92,-1,2.22,0.02
42.577,0.08,-0.04,0.92,-1.12,2.21,0.02
42.597,0.08,-0.03,0.92,-1.03,2.2,0.04
42.617,0.08,-0.03,0.92,-1.09,2.27,-0.02
42.637,0.08,-0.04,0.91,-1.05,2.19,-0.02
42.657,0.08,-0.04,0.92,-1.06,2.13,0.03
42.677,0.08,-0.04,0.92,-1.04,2.24,-0.03
42.697,0.08,-0.03,0.92,-0.99,2.27,0.01
42.717,0.08,-0.04,0.92,-1.01,2.21,0.02
42.737,0.08,-0.04,0.92,-0.98,2.28,0.04
42.757,0.08,-0.03,0.92,-1,2.23,0
42.777,0.08,-0.04,0.92,-1.08,2.25,-0.05
42.797,0.08,-0.03,0.92,-1,2.18,-0.05
42.817,0.08,-0.04,0.92,-1.02,2.23,0
42.838,0.08,-0.04,0.91,-1.05,2.13,-0.02
42.857,0.08,-0.04,0.92,-1.07,2.13,-0.03
42.877,0.08,-0.03,0.92,-1.02,2.21,-0.04
42.897,0.08,-0.03,0.92,-1.08,2.14,-0.04
42.917,0.08,-0.03,0.92,-1.02,2.19,0.05
42.937,0.08,-0.04,0.92,-1.02,2.24,-0.05
42.957,0.08,-0.04,0.92,-1.11,2.09,0
42.977,0.08,-0.04,0.92,-1.09,2.18,0.04
42.997,0.08,-0.04,0.92,-1.06,2.21,0.03
43.017,0.08,-0.04,0.92,-1.01,2.27,0.01
43.037,0.08,-0.04,0.92,-1.01,2.31,-0.06
43.057,0.08,-0.04,0.92,-1.05,2.21,-0.05
43.077,0.08,-0.04,0.92,-1.03,2.15,0.05
43.097,0.08,-0.04,0.92,-1.02,2.29,-0.02
43.117,0.08,-0.03,0.92,-0.98,2.24,-0.01
43.137,0.08,-0.03,0.92,-1.01,2.27,0.02
43.157,0.08,-0.04,0.92,-1.04,2.24,0.02
43.177,0.08,-0.04,0.92,-1.05,2.21,-0.04
43.197,0.08,-0.03,0.92,-1.01,2.21,0.01
43.217,0.08,-0.04,0.92,-1.08,2.26,0.01
43.237,0.08,-0.03,0.92,-1.01,2.28,0.02
43.257,0.08,-0.04,0.92,-1.02,2.24,-0.01
43.277,0.08,-0.04,0.92,-1,2.15,0
43.297,0.08,-0.04,0.92,-1.1,2.21,0
43.317,0.08,-0.04,0.92,-1,2.23,0.01
43.337,0.08,-0.04,0.92,-1.01,2.19,-0.05
43.357,0.08,-0.04,0.92,-1.01,2.24,-0.03
43.377,0.08,-0.03,0.92,-1.03,2.13,-0.02
43.397,0.08,-0.04,0.92,-1.01,2.14,-0.01
43.417,0.08,-0.04,0.92,-1.04,2.21,-0.02
43.437,0.08,-0.04,0.92,-1.11,2.17,0.01
43.457,0.08,-0.04,0.92,-1.08,2.18,0.02
43.478,0.08,-0.03,0.92,-1.02,2.24,0
43.497,0.08,-0.04,0.92,-1.01,2.21,0.04
43.517,0.08,-0.04,0.92,-1.04,2.27,-0.05
43.537,0.08,-0.04,0.92,-1.05,2.2,-0.04
43.557,0.08,-0.03,0.92,-1.03,2.24,0.02
43.577,0.08,-0.03,0.92,-1.01,2.31,0.05
43.597,0.08,-0.04,0.92,-1.02,2.22,0.06
43.617,0.08,-0.04,0.92,-1.05,2.22,0.02
43.637,0.08,-0.03,0.92,-0.96,2.21,-0.04
43.657,0.08,-0.03,0.92,-1.03,2.15,0
43.677,0.08,-0.04,0.91,-1.02,2.2,0
43.697,0.08,-0.04,0.92,-1.05,2.27,0.06
43.717,0.08,-0.03,0.92,-1,2.31,-0.02
43.737,0.08,-0.03,0.92,-1.04,2.36,-0.02
43.757,0.08,-0.04,0.92,-1.07,2.17,-0.02
43.777,0.08,-0.04,0.92,-1.01,2.22,-0.01
43.797,0.08,-0.04,0.92,-1.03,2.27,-0.06
43.817,0.08,-0.03,0.92,-1.02,2.28,-0.02
43.837,0.08,-0.04,0.92,-1.11,2.13,0.02
43.857,0.08,-0.04,0.92,-1.06,2.22,0.01
43.877,0.08,-0.04,0.92,-1.04,2.15,-0.03
43.897,0.08,-0.03,0.92,-1.05,2.23,-0.06
43.917,0.08,-0.04,0.92,-1.06,2.22,0.06
43.937,0.08,-0.03,0.92,-1.02,2.19,-0.02
43.957,0.08,-0.04,0.92,-1.06,2.17,-0.02
43.977,0.08,-0.03,0.92,-1.04,2.2,0.02
43.997,0.08,-0.04,0.92,-1.05,2.24,-0.01
44.017,0.08,-0.04,0.92,-1.01,2.13,0.01
44.037,0.08,-0.04,0.92,-1.05,2.27,0.04
44.057,0.08,-0.04,0.92,-1.05,2.16,-0.04
44.077,0.08,-0.04,0.92,-1.04,2.18,-0.07
44.097,0.08,-0.04,0.92,-1,2.25,0.05
44.118,0.08,-0.04,0.92,-1.05,2.19,0.03
44.137,0.08,-0.04,0.92,-1.02,2.19,-0.02
44.157,0.08,-0.04,0.91,-1.04,2.22,0
44.177,0.08,-0.04,0.92,-1.04,2.29,0.02
44.197,0.08,-0.04,0.92,-1.05,2.11,-0.07
44.217,0.08,-0.04,0.91,-1.06,2.13,-0.03
44.237,0.08,-0.04,0.92,-1.04,2.26,-0.03
44.257,0.08,-0.03,0.92,-1.06,2.19,0.05
44.277,0.08,-0.04,0.92,-1,2.28,-0.02
44.297,0.08,-0.03,0.92,-1.04,2.16,0.04
44.317,0.08,-0.03,0.92,-1.11,2.2,-0.01
44.337,0.08,-0.04,0.92,-1.09,2.23,-0.02
44.357,0.08,-0.04,0.92,-1.07,2.21,0.04
44.377,0.08,-0.04,0.92,-0.96,2.21,-0.02
44.397,0.08,-0.04,0.92,-0.99,2.19,0.02
44.417,0.08,-0.03,0.92,-0.97,2.24,-0.01
44.437,0.08,-0.04,0.92,-1.05,2.2,-0.05
44.457,0.08,-0.04,0.92,-1.01,2.19,0.01
44.477,0.08,-0.03,0.92,-1.05,2.12,0.02
44.497,0.08,-0.04,0.92,-1.1,2.29,0
44.517,0.08,-0.03,0.92,-1.11,2.22,0.01
44.537,0.08,-0.04,0.92,-1.07,2.17,0
44.557,0.08,-0.04,0.92,-1.05,2.22,-0.07
44.577,0.08,-0.04,0.92,-1.08,2.23,-0.02
44.597,0.08,-0.04,0.92,-1.05,2.18,0
44.617,0.08,-0.04,0.92,-1.08,2.23,0.07
44.637,0.08,-0.04,0.92,-1.05,2.13,0
44.657,0.08,-0.03,0.92,-1.06,2.16,0.01
44.677,0.08,-0.04,0.92,-1.04,2.11,-0.05
44.697,0.08,-0.04,0.92,-0.98,2.15,0.01
44.717,0.08,-0.04,0.92,-1.08,2.22,0.05
44.737,0.08,-0.04,0.92,-1.1,2.15,0.05
44.758,0.08,-0.03,0.92,-1.01,2.23,0.02
44.777,0.08,-0.03,0.92,-1.02,2.27,-0.03
44.797,0.08,-0.04,0.92,-1.02,2.21,-0.05
44.817,0.08,-0.04,0.92,-1.05,2.17,0
44.837,0.08,-0.03,0.92,-0.99,2.23,-0.04
44.857,0.08,-0.04,0.92,-1.06,2.17,0.04
44.877,0.08,-0.03,0.92,-1.05,2.21,-0.01
44.897,0.08,-0.04,0.92,-0.98,2.12,-0.02
44.917,0.08,-0.04,0.92,-1.07,2.23,0.03
44.937,0.09,-0.03,0.92,-1.05,2.16,0.07
44.957,0.08,-0.03,0.92,-1.04,2.21,0.02
44.977,0.08,-0.04,0.91,-0.98,2.15,0.02
44.997,0.08,-0.03,0.92,-1.02,2.14,-0.02
45.017,0.08,-0.04,0.92,-1.07,2.2,0.07
45.037,0.08,-0.03,0.92,-1.03,2.2,0.03
45.057,0.08,-0.03,0.92,-1.05,2.23,0.01
45.077,0.08,-0.04,0.92,-1,2.21,-0.02
45.097,0.08,-0.04,0.92,-1.01,2.21,0.07
45.117,0.08,-0.04,0.92,-1.05,2.26,0.02
45.137,0.08,-0.04,0.92,-1.08,2.21,0.05
45.157,0.08,-0.04,0.92,-1.03,2.18,-0.07
45.177,0.08,-0.03,0.92,-1,2.21,0.08
45.197,0.08,-0.03,0.92,-1.04,2.27,0.06
45.217,0.08,-0.03,0.92,-1.06,2.2,-0.02
45.237,0.08,-0.04,0.92,-0.98,2.19,-0.03
45.257,0.08,-0.04,0.92,-1.08,2.18,0.01
45.277,0.08,-0.04,0.92,-1.01,2.23,-0.03
45.297,0.08,-0.03,0.92,-1.04,2.15,-0.05
45.317,0.08,-0.04,0.92,-1.05,2.25,0.02
45.337,0.08,-0.04,0.92,-1.04,2.26,0.08
45.357,0.08,-0.04,0.92,-1.14,2.23,-0.01
45.377,0.08,-0.04,0.92,-1.09,2.11,-0.02
45.398,0.08,-0.04,0.92,-1.06,2.15,0
45.417,0.08,-0.03,0.92,-1.05,2.27,-0.04
45.437,0.08,-0.04,0.92,-1.05,2.2,0.02
45.457,0.08,-0.04,0.92,-1.04,2.22,-0.01
45.477,0.08,-0.04,0.92,-1.02,2.18,0.01
45.497,0.08,-0.03,0.92,-1.02,2.24,0
45.517,0.08,-0.04,0.92,-1.02,2.16,0.05
45.537,0.08,-0.03,0.92,-1.05,2.23,0
45.557,0.08,-0.03,0.92,-1.05,2.2,0
45.577,0.08,-0.04,0.91,-1.04,2.17,-0.03
45.597,0.08,-0.04,0.92,-1.01,2.29,-0.07
45.617,0.08,-0.04,0.92,-1.05,2.21,0.04
45.637,0.08,-0.03,0.92,-1.11,2.21,0
45.657,0.08,-0.04,0.92,-1.02,2.17,-0.01
45.677,0.08,-0.04,0.92,-1.05,2.24,0.02
45.697,0.08,-0.04,0.92,-1,2.24,0.01
45.717,0.08,-0.04,0.92,-1.06,2.15,0.02
45.737,0.08,-0.03,0.91,-1.06,2.18,0.02
45.757,0.08,-0.03,0.92,-1.08,2.18,-0.01
45.777,0.08,-0.04,0.92,-0.98,2.19,-0.07
45.797,0.08,-0.03,0.92,-1.09,2.18,0
45.817,0.08,-0.04,0.92,-1.02,2.24,-0.04
45.837,0.08,-0.03,0.92,-1.03,2.24,-0.05
45.857,0.08,-0.03,0.92,-1.05,2.3,0.02
45.877,0.08,-0.04,0.92,-1.05,2.23,0.01
45.897,0.08,-0.03,0.92,-1.08,2.18,0
45.917,0.08,-0.04,0.92,-1.05,2.21,0
45.937,0.08,-0.03,0.91,-1.02,2.27,-0.02
45.957,0.08,-0.04,0.92,-1.07,2.22,0.04
45.977,0.08,-0.04,0.92,-1.05,2.24,-0.04
45.997,0.08,-0.03,0.92,-1.02,2.24,0.02
46.017,0.08,-0.03,0.92,-1.02,2.15,0
46.038,0.09,-0.04,0.92,-0.99,2.22,0.01
46.057,0.08,-0.04,0.92,-1.04,2.27,-0.02
46.077,0.08,-0.03,0.92,-1.08,2.25,-0.02
46.097,0.08,-0.03,0.92,-1.05,2.24,-0.01
46.117,0.08,-0.04,0.92,-0.98,2.2,-0.02
46.137,0.08,-0.04,0.92,-1,2.18,-0.06
46.157,0.08,-0.04,0.92,-1.01,2.2,0.04
46.177,0.08,-0.04,0.92,-1.05,2.27,0.05
46.197,0.08,-0.03,0.92,-1.02,2.2,-0.03
46.217,0.08,-0.04,0.92,-1.02,2.17,-0.08
46.237,0.08,-0.04,0.92,-0.99,2.27,-0.05
46.257,0.08,-0.03,0.92,-1.05,2.2,0.01
46.277,0.08,-0.04,0.92,-1.03,2.19,-0.05
46.297,0.08,-0.04,0.92,-1.07,2.22,-0.04
46.317,0.09,-0.04,0.92,-1.07,2.18,0
46.337,0.08,-0.04,0.92,-1.09,2.18,-0.02
46.357,0.08,-0.03,0.92,-1.08,2.24,0.02
46.377,0.08,-0.04,0.92,-1.07,2.16,0.04
46.397,0.08,-0.03,0.91,-1.03,2.16,-0.01
46.417,0.08,-0.04,0.92,-0.99,2.28,0.02
46.437,0.08,-0.03,0.92,-1.07,2.2,0
46.457,0.08,-0.04,0.91,-1.05,2.18,0
46.477,0.08,-0.04,0.92,-1.03,2.22,0.02
46.497,0.08,-0.04,0.92,-1,2.21,0.02
46.517,0.08,-0.04,0.92,-0.98,2.19,-0.02
46.537,0.08,-0.03,0.92,-1.02,2.15,0.05
46.557,0.08,-0.04,0.92,-1.01,2.17,-0.02
46.577,0.08,-0.03,0.92,-1.02,2.15,0.02
46.597,0.08,-0.03,0.92,-0.98,2.14,-0.01
46.617,0.08,-0.04,0.92,-0.99,2.13,0.03
46.637,0.08,-0.04,0.92,-1.11,2.2,-0.05
46.657,0.08,-0.04,0.92,-1.03,2.21,-0.02
46.678,0.08,-0.04,0.92,-1.02,2.06,-0.03
46.697,0.08,-0.04,0.92,-1.02,2.15,-0.04
46.717,0.08,-0.03,0.92,-1.04,2.13,0.04
46.737,0.08,-0.03,0.92,-1.05,2.19,0.03
46.757,0.08,-0.04,0.92,-1.06,2.27,0.02
46.777,0.08,-0.04,0.92,-1.01,2.23,-0.04
46.797,0.08,-0.04,0.92,-1.03,2.11,-0.05
46.817,0.08,-0.03,0.92,-1.05,2.11,-0.01
46.837,0.08,-0.03,0.92,-1.02,2.23,0.02
46.857,0.08,-0.04,0.92,-1.02,2.24,0.03
46.877,0.08,-0.04,0.92,-1.03,2.17,0.03
46.897,0.08,-0.04,0.92,-1.06,2.24,0
46.917,0.08,-0.03,0.92,-1.09,2.31,0
46.937,0.08,-0.03,0.92,-1.12,2.28,-0.01
46.957,0.08,-0.04,0.92,-1.07,2.22,-0.04
46.977,0.08,-0.04,0.91,-1.06,2.18,-0.02
46.997,0.08,-0.04,0.92,-1.05,2.27,0.02
47.017,0.08,-0.03,0.92,-1.02,2.19,0.02
47.037,0.08,-0.04,0.92,-1.08,2.18,0.02
47.057,0.08,-0.04,0.92,-1.05,2.21,-0.02
47.077,0.08,-0.04,0.92,-1.07,2.24,0.01
47.097,0.08,-0.03,0.92,-1.01,2.22,-0.05
47.117,0.08,-0.04,0.92,-0.98,2.18,0
47.137,0.08,-0.04,0.92,-1.08,2.24,-0.04
47.157,0.08,-0.03,0.92,-1.03,2.22,0.02
47.177,0.08,-0.04,0.92,-1.04,2.24,0.01
47.197,0.08,-0.04,0.92,-1.04,2.16,0
47.217,0.08,-0.03,0.92,-1.06,2.2,0.02
47.237,0.08,-0.04,0.92,-0.98,2.21,0.05
47.257,0.08,-0.04,0.92,-1.02,2.14,-0.01
47.277,0.08,-0.03,0.91,-1,2.11,-0.01
47.297,0.08,-0.04,0.92,-1.02,2.24,-0.03
47.318,0.08,-0.04,0.91,-1.02,2.13,-0.02
47.337,0.08,-0.04,0.92,-1.05,2.21,-0.05
47.357,0.08,-0.04,0.92,-0.99,2.37,-0.03
47.377,0.08,-0.03,0.92,-1.02,2.22,-0.01
47.397,0.08,-0.03,0.92,-1.11,2.17,-0.04
47.417,0.08,-0.03,0.92,-1.04,2.19,0.04
